COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
BELGIUM,BELGIUM-BRUSSELS,07-01-2013,0,96,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,07-01-2013,0,303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-DHAKA,07-01-2013,0,1282,22,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,07-01-2013,0,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAHRAIN,BAHRAIN-ALDIYA,07-01-2013,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BRAZIL,BRAZIL-BRASILIA,07-01-2013,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,07-01-2013,0,27,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRUNEI,BRUNEI-DARUSSALAM,07-01-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,07-01-2013,0,147,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,07-01-2013,0,492,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CANADA,CANADA-VANCOUVER,07-01-2013,0,387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,07-01-2013,0,175,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,07-01-2013,2,229,79,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,07-01-2013,22,40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,07-01-2013,0,67,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHINA,CHINA-SHANGHAI,07-01-2013,0,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,07-01-2013,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,07-01-2013,1,174,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GERMANY,GERMANY-FRANKFURT,07-01-2013,2,176,24,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,07-01-2013,1,122,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,07-01-2013,0,311,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,07-01-2013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,SPAIN-MADRID,07-01-2013,0,98,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FINLAND,FINLAND-HELSINKI,07-01-2013,0,170,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FRANCE,FRANCE-PARIS,07-01-2013,0,653,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED KINGDOM,UK-BIRMINGHAM,07-01-2013,0,491,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,07-01-2013,0,40,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,07-01-2013,6,2001,249,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
GHANA,GHANA-ACCRA,07-01-2013,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,07-01-2013,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,07-01-2013,0,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,07-01-2013,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,07-01-2013,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,07-01-2013,2,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
INDONESIA,INDONESIA-MEDAN,07-01-2013,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IRELAND,IRELAND-DUBLIN,07-01-2013,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,07-01-2013,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,07-01-2013,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ISRAEL,ISRAEL-TELAVIV,07-01-2013,0,168,69,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITALY,ITALY-MILAN,07-01-2013,1,129,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ITALY,ITALY-ROME,07-01-2013,0,88,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,07-01-2013,4,74,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,07-01-2013,18,14,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,07-01-2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,07-01-2013,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,07-01-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,07-01-2013,0,19,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,07-01-2013,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,07-01-2013,20,366,79,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,7,0,0
SRI LANKA,SRILANKA-COLOMBO,07-01-2013,0,422,87,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MALDIVES,MALDIVES-MALE,07-01-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,MEXICO-MEXICOCITY,07-01-2013,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,07-01-2013,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,07-01-2013,0,607,46,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NIGERIA,NIGERIA-ABUJA,07-01-2013,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NIGERIA,NIGERIA-LAGOS,07-01-2013,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,07-01-2013,0,126,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NORWAY,NORWAY-OSLO,07-01-2013,0,62,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,07-01-2013,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,07-01-2013,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,07-01-2013,0,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,07-01-2013,0,1,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0
PERU,PERU-LIMA,07-01-2013,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,07-01-2013,13,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
POLAND,POLAND-WARSAW,07-01-2013,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PORTUGAL,PORTUGAL-LISBON,07-01-2013,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,07-01-2013,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SINGAPORE,SINGAPORE-SINGAPORE,07-01-2013,0,221,77,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,07-01-2013,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,07-01-2013,1,297,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,07-01-2013,0,310,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,07-01-2013,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,07-01-2013,1,143,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,07-01-2013,0,168,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,07-01-2013,0,152,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,07-01-2013,0,359,107,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,07-01-2013,0,324,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
UNITED STATES OF AMERICA,USA-WASHINGTON,07-01-2013,0,81,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VIETNAM,VIETNAM-HANOI,07-01-2013,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,07-01-2013,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,07-01-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,07-01-2013,1,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,07-01-2013,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,08-01-2013,0,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,08-01-2013,0,181,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,08-01-2013,0,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,08-01-2013,2,80,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,08-01-2013,0,166,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,08-01-2013,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,08-01-2013,2,211,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AUSTRIA,AUSTRIA-VIENNA,08-01-2013,0,155,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,08-01-2013,0,106,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,08-01-2013,0,213,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-DHAKA,08-01-2013,0,1413,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,08-01-2013,0,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BAHRAIN,BAHRAIN-ALDIYA,08-01-2013,0,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,08-01-2013,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,08-01-2013,0,50,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,08-01-2013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,08-01-2013,0,62,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,08-01-2013,0,455,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-VANCOUVER,08-01-2013,0,365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,08-01-2013,2,117,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,08-01-2013,0,184,53,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CHINA,CHINA-GUANGZHOU,08-01-2013,6,106,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,08-01-2013,1,126,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,08-01-2013,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,08-01-2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,08-01-2013,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,08-01-2013,2,214,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,08-01-2013,4,247,60,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,08-01-2013,0,94,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,08-01-2013,5,314,36,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,08-01-2013,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,08-01-2013,2,14,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPAIN,SPAIN-MADRID,08-01-2013,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,08-01-2013,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FINLAND,FINLAND-HELSINKI,08-01-2013,0,177,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,08-01-2013,0,690,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
UNITED KINGDOM,UK-BIRMINGHAM,08-01-2013,0,336,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,08-01-2013,0,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,08-01-2013,24,2089,260,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0
GHANA,GHANA-ACCRA,08-01-2013,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GREECE,GREECE-ATHENS,08-01-2013,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,08-01-2013,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,08-01-2013,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,08-01-2013,0,29,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,08-01-2013,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,08-01-2013,1,57,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-MEDAN,08-01-2013,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,08-01-2013,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,08-01-2013,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,08-01-2013,0,180,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,08-01-2013,1,178,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,08-01-2013,0,115,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,08-01-2013,1,99,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,08-01-2013,5,63,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,08-01-2013,0,126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,08-01-2013,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,08-01-2013,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,08-01-2013,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,08-01-2013,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,08-01-2013,8,571,118,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0
SRI LANKA,SRILANKA-COLOMBO,08-01-2013,0,487,80,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
MALDIVES,MALDIVES-MALE,08-01-2013,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MEXICO,MEXICO-MEXICOCITY,08-01-2013,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,08-01-2013,0,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,08-01-2013,0,784,35,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
NIGERIA,NIGERIA-ABUJA,08-01-2013,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NIGERIA,NIGERIA-LAGOS,08-01-2013,2,4,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,08-01-2013,3,160,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,08-01-2013,1,91,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,08-01-2013,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,08-01-2013,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,08-01-2013,0,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,08-01-2013,0,5,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
PERU,PERU-LIMA,08-01-2013,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,08-01-2013,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
POLAND,POLAND-WARSAW,08-01-2013,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,08-01-2013,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,08-01-2013,0,410,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,08-01-2013,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,08-01-2013,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SINGAPORE,SINGAPORE-SINGAPORE,08-01-2013,0,284,102,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,08-01-2013,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,08-01-2013,0,204,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,08-01-2013,0,473,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,08-01-2013,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,08-01-2013,3,219,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,08-01-2013,0,94,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,08-01-2013,0,180,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,08-01-2013,0,363,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,08-01-2013,0,347,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
UNITED STATES OF AMERICA,USA-WASHINGTON,08-01-2013,0,157,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
VIETNAM,VIETNAM-HANOI,08-01-2013,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,08-01-2013,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,08-01-2013,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,08-01-2013,3,74,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,08-01-2013,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,09-01-2013,0,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,09-01-2013,0,165,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,09-01-2013,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,09-01-2013,0,107,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,09-01-2013,1,144,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,09-01-2013,0,63,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,09-01-2013,1,175,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AUSTRIA,AUSTRIA-VIENNA,09-01-2013,0,145,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,09-01-2013,0,134,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,09-01-2013,0,323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
BANGLADESH,BANGLADESH-DHAKA,09-01-2013,0,1439,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,09-01-2013,0,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAHRAIN,BAHRAIN-ALDIYA,09-01-2013,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BRAZIL,BRAZIL-BRASILIA,09-01-2013,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
